date,person,plot,climate,treatment,subplot,position,species,species_full,ID,x_coord,y_coord,rosette_spring_2020,rosette_autmn_2020,area_spring_2020,area_autumn_2020,number_leafs_spring_2020,number_leafs_02.-03.06.2020,number_rosettes_spring_2020,number_flowers_12.-20.05.2020,number_flowers_02/03.06.2020,number_flowers_18.08.2020,number_flowers_5./6.11.2020,seedling_spring_2020,Comments 2020,seedling_autumn_2020,seedling_spring_2018,seedling_autumn_2018,rosette_2019,area_spring_2019,xleaf_spring_2019,number_flowers_spring_2019,number_flowers_July_2019,seedling_spring_2019,seedling_autumn_19,comments,number_flowers_autumn_2019,number_flowers_aug_2019, rosette_2018,area_spring_2018,area_cm2_august18,max_leaf_length_cm,xleaf_spring_2018,leaf_number_august_2018,flowers_1st_harvest,flowers_2nd_harvest,comments
09.05.2018,Lotte,7_2,future,insect,4,top left,Ant_odo,Anthoxanthum_odoratum,,28,2,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,,,,,,2*2,4,,,,,3,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,607,10,-6,,,,,,,,,,,,,,4,,,,,,,,16,3,,,,2*3,6,,,,,2,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,627,19,-6,,,,,,,,,,,,,,,,,,,,,,16,,,,,5*6,30,,,,,13,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,,8,17,,,,,,,,,,,,,,,,,,,,,,16,,,,,8*9,72,,,,,5,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,625,31,-24,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20.5,10,,0,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,,38,14.5,,,,,23,,2,,,,,,,,,,,,25,2,,,,2 rosettes,,,,,,32,5,,0,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Sca_och,Scabiosa_ochroleuca,626,1,-5,4*3,,12,,,,,,,1,,,,,,,2x2,4,,,,,,,,1,0.5*0.5,0.25,,,,,0,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Tra_ori,Tragopogon_orientalis,606,35,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,,0,0,
09.05.2018,Lotte,7_2,future,insect,4,top left,Tra_ori,Tragopogon_orientalis,,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,0,0,seedling?
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1727,17,32,1*2,,2,,,,,,,,,2,,,,,1x1,1,,,,16,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1759,37,20,2*2,,4,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1748,40,17,1*1,,1,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1648,38,8.5,2*1,,2,,,,,1,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1734,33,23,2*2,,4,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1700,37,23,3*3,,9,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,1741,38,36,2*2,,4,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,,33,6,,,,,12,,1,,,,,,,,,,,,13,,,,,1 rosette,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,,23,26.5,,,,,16,,1,,,,,,,,,,,,10,,,,,1 rosette,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,,22,36,,,,,11,,1,,,,,,,,,,,,6,,,,,1 rosette,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Dia_car,Dianthus_carth,,50,16,5*5,,25,,,,,,,10,,,,,,,9x7,63,,,6,,2,,,13,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Pla_lan,Plantago_lanceolata,,44,18,,,,,15,,1,,,,,,,,,,,,4,,,,,1 rosette,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,4,top left,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,2626,46,6,1.5*1,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,4,top left,Bro_ere,Bromus_erectus,2882,19,0,8*7,,56,,,,,9,,,,,grown in,,,,,,,,,,,,,,,,,,,,,,
09.05.2018,Lotte,7_2,future,insect,5,bottom right,Bro_ere,Bromus_erectus,1771,42,13,7*5,,35,,,,,11,,,,,,5,,,6x4,24,,4,,2,3,,,,5*7,35,,,,,0,0,
09.05.2018,Lotte,7_2,future,insect,5,bottom right,Bro_ere,Bromus_erectus,1735,42,35,4*5,,,,,,,4,,,,,,,,,4x4,16,,3,,2,,,,,4*4,16,,,,,0,0,
09.05.2018,Lotte,7_2,future,insect,5,bottom right,Lot_cor,Lotus_corniculatus,,23,40,2*2,,4,,,,,,,1,,,,,,,3x3,9,,,,,,,,1,8*6,48,,,,,0,0,
09.05.2018,Lotte,7_2,future,insect,5,bottom right,Pla_lan,Plantago_lanceolata,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6,0,0,0,
17.05.2019,Lotte,7_2,future,insect,5,bottom right,Pla_lan,Plantago_lanceolata,,38,12,,,,,,,,,,,,,maybe the Tra_ori,,,,,,6,,,1,,1 rosette,,,,,,,,,,,
17.05.2019,Lotte,7_2,future,insect,5,bottom right,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,,38,13,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,5,bottom right,Bro_ere,Bromus_erectus,2485,22,30,1*1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,5,bottom right,Bro_ere,Bromus_erectus,2621,24,44,1*1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,,10,50,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,0,0,
06.11.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Bro_ere,Bromus_erectus,,,,,,,,,,,,,,,,,3,,4,,,,,,3,3,,,,,,,,,,NA,NA,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,35,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3*4,12,,,,,0,3,1 stam
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,29.5,15,3*3,,9,,,,,,,,,1,,,,,4x4,16,,,,,,,,,5*4,20,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,15.5,31,2*1,,2,,,,,,,,,,,,,,2x2,4,,,,,,,,,6*4,24,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,47.5,27,,,,,,,,,,,,,,,,,3x2,6,,,,,,,,,2*1.5,3,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,44,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1*1,1,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Pla_lan,Plantago_lanceolata,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,0,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Sca_och,Scabiosa_ochroleuca,640,60,26,2*2,,4,,,,,,,,,3,,3,,,3x2,6,,,,,,,,,0.5*0.5,0.25,1,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,644,67,27,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,29,4,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,,18.5,23,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,29,32,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tra_ori,Tragopogon_orientalis,,47.5,33,,,,,13,,,,,,,,,,,2,,,5,,,,,,,,,,,29,3,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,33,15.5,,,,,,,,,,,,,,,1,,,,,,,11,,,,,11*7,77,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,22.5,15,,,,,,,,,,,,,,,1,,,,,,,11,,,,,4*3.5,14,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,10.5,3.5,,,,,,,,,,,,,,,1,,,,,,,11,,,,,4*4,16,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,31,40,,,,,,,,,,,,,,,1,,,,,,,11,,,,,3*3,9,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,5.5,49,,,,,,,,,,,,,,,1,,,,,,,11,,,,,6.5*7,45.5,,,,,0,0,
17.05.2019,Martin,7_2,future,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,21,11,,,,,,,,,,,,,,,,,1x0.5,0.5,,1,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,17,24,,,,,,,,,,,,10,,9,,,6x5,30,,,,,25,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,13,35,5*4,,20,,,,,,,4,,,,,,,3x4,12,,,34,,,,44,32,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,31,37,,,,,,,,,,,,,,,,,2x2,4,,,,,,,2,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,10,40,3*4,,12,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Bro_ere,Bromus_erectus,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,29,1,0.5*0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Tri_pra,Trifolium_pratense,,31,21,2*2,,,,,,,,1,,,,few eaten!!!,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Lot_cor,Lotus_corniculatus,,8,42,1*2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,1,bottom left,Dia_car,Dianthus_carth,,42,30,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2018,Martin,7_2,future,insect_pathogen,2,center,Bro_ere,Bromus_erectus,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,NA,NA,
08.05.2018,Martin,7_2,future,insect_pathogen,2,center,Lot_cor,Lotus_corniculatus,646,28,-28,,,,,,,,,,,,,,,,,3x2,6,,,,,,,,,3*3,9,,,,,0,5,2 stams
08.05.2018,Martin,7_2,future,insect_pathogen,2,center,Tra_ori,Tragopogon_orientalis,,28,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,14,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,2,center,Tri_pra,Trifolium_pratense,,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,6*7,42,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,2,center,Tri_pra,Trifolium_pratense,1932,9,34,,,,,,,,,,,,,,,,,3x3,9,,,,,,,,,6*6,36,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,2,center,Tri_pra,Trifolium_pratense,,16,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4*4,16,,,,,0,0,
18.05.2020,Martin,7_2,future,insect_pathogen,2,center,Lot_cor,Lotus_corniculatus,,50,47,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2020,Martin/Simon,7_2,future,insect_pathogen,2,center,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Ant_odo,Anthoxanthum_odoratum,623,-17,48,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Ant_odo,Anthoxanthum_odoratum,643,-10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1*1,1,,,,,3,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Ant_odo,Anthoxanthum_odoratum,,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Ant_odo,Anthoxanthum_odoratum,,25.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,620,-11,24.5,,,,,,,,,,,,2,,4,,1,9x7,63,,18,,,1,,,,2*2,4,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,632,-16.5,49,,,,,,,,,,,,,,,,1,3x3,9,,5,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,1924,31,45.5,1*2,,2,,,,,1,,,,,,,,1,1.5x1,1.5,,2,,,,,,,0.5*0.5,0.25,,,,,1,11,3 stams
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,40,21,2*2,,4,,,,,,,,,,,,1,,3x3,9,,,,2,,,,,3*3,9,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,35,20.5,1*2,,2,,,,,,,,,,,,,,3x2,6,,,,2,,,,,2*2,4,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,29,32,3*2,,6,,,,,,,,,,,,,,3x3.5,10.5,,2,,2,,,,,4*3,12,,,,,0,2,1 stam
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,32,42,3*2,,6,,,,,,,2,,,,,,,5x4,20,,5,,2,,,,27,7*5,35,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,12,17,3*2,,6,,,,,,4,,,,,,,,3x3,9,,,,2,,,,1,4*4,16,,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,36,23,,,,,11,,1,,,,,,,,3,3,,,8,,,2,2,1 rosette,,,,,,14,3,0,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,28,16,,,,,18,,2,,,,,,,,3,3,,,16,,,2,,2 rosettes,,,,,,19.5,6,5,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,26,24.5,,,,,,,,,,,,,,,3,3,,,,,,2,,,,,,,,22,4,0,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,19,40,,,,,9,,1,,,,,,,,3,3,,,10,,,2,,1 rosette,,,,,,19,3,2,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,22,12.5,,,,,15,,2,,,,,,,,3,3,,,11,,,2,,1 rosette,,,,,,25,5,6,0,2,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,7,31.5,,,,,17,,2,,,,,,,,3,3,,,14,,,2,,2 rosettes,,,,,,26,3,7,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,8,37.5,,,,,8,,1,,,,,,,,3,3,,,4,,,2,,1 rosette,,,,,,24,4,0,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Sca_och,Scabiosa_ochroleuca,641,-21.5,40,6*6,,36,,,,,,,4,,,,,,,6x5,30,,,,,,,,1,3*2,6,7.5,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,3,top right,Tra_ori,Tragopogon_orientalis,622,-10.5,46,,,,,6,,,,,,,,,,,1,,,5,,,,,,,,,,,30,3,,0,0,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Ant_odo,Anthoxanthum_odoratum,,42,44,,,,,,,,,,,,,,,,,1x0.5,0.5,,,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,1925,44,43,2*2,,4,,,,,2,,,,,,,,,1x1.5,1.5,,2,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Lot_cor,Lotus_corniculatus,,26,36,2*1,,2,,,,,,,2,,,,,,,3x4,12,,,,,,,,15,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,3,25,,,,,,,,,,,,,,,,,,,14,3,,,,1 rosette,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,45,14.5,,,,,18,,1,,,,,,,,,,,,7,,,,,1 rosette,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,18,47,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,3,top right,Pla_lan,Plantago_lanceolata,,25,42,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,3,top right,Bro_ere,Bromus_erectus,2152,28,48,4*4,,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,3,top right,Tri_pra,Trifolium_pratense,1968,44.5,11,,,,,,,,,,,,,,,,,1x1,1,,,,,,,,,,,,,,,,,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Ant_odo,Anthoxanthum_odoratum,,29.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Ant_odo,Anthoxanthum_odoratum,,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Ant_odo,Anthoxanthum_odoratum,,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1960,7,24,6*4,,24,,,,,16,,,,,,,,,5x4,20,,3,,1,2,,,,4*4,16,,,,,12,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1974,26,15,2*3,,6,,,,,1,,,,,,,,,1x1,1,,,,1,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1955,26.5,30,2*2,,,,,,,1,,,,,,,,,1x2,2,,,,1,,,,,0.5*1,0.5,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1952,5.5,34.5,2*2,,4,,,,,1,,,,,,,,,2x1,2,,1,,1,,,,,1*1,1,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,,19.5,48,,,,,,,,,,,,,,,,,,,,,,1,,,,,1*1,1,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Pla_lan,Plantago_lanceolata,633,44,54,,,,,,,,,,,,,,,,,,,8,,1,1,,1 rosette,,,,,,28,7,12,0,1,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Pla_lan,Plantago_lanceolata,,43.5,40,,,,,6,,1,,,,,,,,,,,,7,,,1,,1 rosette,,,,,,22,6,5,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Sca_och,Scabiosa_ochroleuca,630,-5,3,9*7,,63,,,,,,,30,,,,,,,10x9,90,,,1,,,,51,16,9*7,63,112,,,,0,0,
08.05.2018,Martin,7_2,future,insect_pathogen,4,bottom right,Tri_pra,Trifolium_pratense,,14,6,,,,,,,,,,,,,,1,,,,,,,,1,,,,,4*5,20,,,,,4,0,
17.05.2019,Martin,7_2,future,insect_pathogen,4,bottom right,Ant_odo,Anthoxanthum_odoratum,,18,23.5,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,1,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,4,bottom right,Bro_ere,Bromus_erectus,1931,10,16,2*2,,4,,,,,2,,,,,,,,,2x1,2,,1,,1,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,4,bottom right,Lot_cor,Lotus_corniculatus,,18,29,1*2,,2,,,,,,,,,,,,,,3x4,12,,,2,,,,,28,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,4,bottom right,Pla_lan,Plantago_lanceolata,,13,16,,,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2019,Martin,7_2,future,insect_pathogen,4,bottom right,Dia_car,Dianthus_carth,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Ant_odo,Anthoxanthum_odoratum,,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Ant_odo,Anthoxanthum_odoratum,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Ant_odo,Anthoxanthum_odoratum,,38,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,1901,22,48,3*4,,12,,,,,1,,,,3,,3,,,4x3,12,,3,,,1,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,,33,39,,,,,,,,,,,,,,,,,,,,,,,,,,,3*1,3,,,,,3,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,1953,44,15,2*1,,2,,,,,1,,,,,,,,,1x1,1,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,,43,23,,,,,,,,,,,,,,,,,,,,,,,,,,,3*2,6,,,,,4,0,
08.05.2018,Martin,7_2,future,insect_pathogen,5,top left,Tri_pra,Trifolium_pratense,605,2,-7,,,,,,,,,,,,,,,,,,,,,,3,,,,,3*3,9,,,,,0,0,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Dia_car,Dianthus_carth,,38,15,6*6,,36,,,,,,,2,,,,1,,,5x4,20,,,7,,,,34,12,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Dia_car,Dianthus_carth,,39,25.5,4*3,,12,,,,,,,4,,,,,,,3x3,9,,,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Dia_car,Dianthus_carth,,16,25,5*5,,25,,,,,,,,,,,,,,3x3,9,,,,,,,2,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Dia_car,Dianthus_carth,,25,34,4*3,,12,,,,,,,,,,,,,,2x3,6,,,,,,,1,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,1939,49,16,2*3,,,,,,,2,,,,,,,,,2x2,4,,2,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,1984,16,48,4*5,,20,,,,,8,,,,,,,,,4x4,16,,4,,,,,,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Dia_car,Dianthus_carth,,26,6,2*2,,4,,,,,,,,,,,,,,1x2,2,,,,,,,2,,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Lot_cor,Lotus_corniculatus,,29,10,2*3,,6,,,,,,,,,,,,,,2x3,6,,,1,1,,,,2,,,,,,,,,
17.05.2019,Martin,7_2,future,insect_pathogen,5,top left,Lot_cor,Lotus_corniculatus,,25,46,2*3,,6,,,,,,,,,,,,,,3x3,9,,,,,,,,,,,,,,,,,
18.05.2020,Martin,7_2,future,insect_pathogen,5,top left,Bro_ere,Bromus_erectus,2248,4,10,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.2018,Lotte,7_2,future,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3*3,9,,,,,3,0,
09.05.2018,Lotte,7_2,future,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,1,0,
09.05.2018,Lotte,7_2,future,pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1*1,1,,,,,2,0,
