date,person,plot,treatment,climate,transect,subplot,position,species,species_full,ID,x_coord,y_coord,new_bro20,rosette_spring_2020,area_spring_2020,number_leafs_spring_2020,number_rosettes,number_flowers_may_2020_before,number_flowers_02.-09.06.2020,number_flowers_oct_2020,seedling_spring_2020,seedling_autumn_2020,comments20,seedling_spring_2018,seedling_autumn_2018,seedling_spring_2019,seedling_autumn_2019,rosette_spring_2018,area_spring_2018,area_autumn_2018,rosette_spring_2019,area_spring_2019,number_flowers_spring_2019_after,number_flowers_spring_2019_before,number_flowers_fall_2019_after,leaf_length_spring_2018,leaf_length_autumn_2018,xleaf_spring_2018,xleaf_autumn_2018,xleaf_spring_2019,pla_xrosette_spring19,number_flowers_spring_2018_before,number_flowers_spring_2018_after,number_flowers_autumn_2018,flower_size,comments
23.04.2018,Martin,8_3,mowing,ambient,12,6,05.05.1950,Pla_lan,Plantago_lanceolata,,45,47,,,,4,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,15,,3,,7,1,0,0,,NA,
07.04.2020,Lotte,8_3,mowing,ambient,12,8,4.50 - 5,Pla_lan,Plantago_lanceolata,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
25.04.2018,Lotte,9_1,mowing,future,14,1,0 - 0.50,Pla_lan,Plantago_lanceolata,,40,48.5,,,,,,,,,,,,NA,0,1,,NA,NA,,NA,,,,,14,NA,3,NA,,,0,0,,NA,
02.06.2020,Martin,9_1,mowing,future,14,1,0 - 0.50,Pla_lan,Plantago_lanceolata,,40,39,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.04.2018,Martin,9_1,mowing,future,14,2,03.03.1950,Pla_lan,Plantago_lanceolata,,22,16,,,,,,,,,,,,1,0,,,NA,NA,,NA,,,,,10,,2,,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,3,06.06.1950,Pla_lan,Plantago_lanceolata,334,28,65,,,,,,,,,,,,3,1,,,NA,NA,,NA,,,,,16,,6,,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,3,06.06.1950,Pla_lan,Plantago_lanceolata,,36,8.5,,,,,,,,,,,,3,1,,,NA,NA,,NA,,,,,17,,3,,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,3,06.06.1950,Pla_lan,Plantago_lanceolata,NA,32,NA,,,,,,,,,,,,3,1,,,NA,NA,,NA,,,,,18,,4,,,,0,0,,NA,NA
25.04.2019,Lotte,9_1,mowing,future,14,3,06.06.1950,Pla_lan,Plantago_lanceolata,,6,2,,,,5,1,,,,,,,,1,,,,,,,,0,0,0,,,,,6,,,,,,
25.04.2018,Martin,9_1,mowing,future,14,4,09.09.1950,Pla_lan,Plantago_lanceolata,340,66,32,,,,,,,,,,,,NA,NA,1,1,NA,NA,,NA,,,,,19,NA,3,NA,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,4,09.09.1950,Pla_lan,Plantago_lanceolata,350,-8,20,,,,,,,,,,,,NA,NA,1,1,NA,NA,,NA,,,,,11,NA,4,NA,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,5,07.07.1950,Pla_lan,Plantago_lanceolata,,42,10,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,16.5,,4,,,,0,0,,NA,
25.04.2018,Martin,9_1,mowing,future,14,5,07.07.1950,Pla_lan,Plantago_lanceolata,,26.5,7,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14,,3,,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,6,04.04.1950,Pla_lan,Plantago_lanceolata,,46,46,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,14.5,NA,3,NA,,,0,0,,NA,
25.04.2018,Lotte,9_1,mowing,future,14,7,02.02.1950,Pla_lan,Plantago_lanceolata,331,50,88,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,16,NA,25,NA,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,1,0 - 0.50,Pla_lan,Plantago_lanceolata,,50,0,,,,,,,,,,,,NA,0,,,NA,NA,,NA,,,,,13.5,,10,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,1,0 - 0.50,Pla_lan,Plantago_lanceolata,,24,46,,,,,,,,,,,,NA,0,,,NA,NA,,NA,,,,,14,,8,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,2,03.03.1950,Pla_lan,Plantago_lanceolata,275,8,88,,,,,,,,,,,,NA,0,,1,NA,NA,,NA,,,,,9,,4,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,2,03.03.1950,Pla_lan,Plantago_lanceolata,283,-33.5,21,,,,,,,,,,,,NA,0,,1,NA,NA,,NA,,,,,11,,3,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,4,09.09.1950,Pla_lan,Plantago_lanceolata,,58,42,,,,,,,,,,,,NA,NA,,,NA,NA,,5*5,25,not_counted,,,17,NA,3,NA,,,0,0,,NA,
08.04.2020,Martin,9_4,grazing,future,13,5,1.50 - 2,Pla_lan,Plantago_lanceolata,,12,3,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
24.04.2018,Lotte,9_4,grazing,future,13,5,1.50 - 2,Pla_lan,Plantago_lanceolata,,-9,47,,,,,,,,,,,,NA,NA,,1,NA,NA,,NA,,,,,NA,,NA,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,6,08.08.1950,Pla_lan,Plantago_lanceolata,,26,12.3,,,,,,,,,,,,1,NA,,,NA,NA,,NA,,,,,18,,4,,,,0,0,,NA,
24.04.2018,Martin,9_4,grazing,future,13,6,08.08.1950,Pla_lan,Plantago_lanceolata,,22,20,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,10.5,,5,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,7,05.05.1950,Pla_lan,Plantago_lanceolata,,32,6,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,18,,5,,14,1,0,0,,NA,maybe_Pla_media
24.04.2018,Lotte,9_4,grazing,future,13,7,05.05.1950,Pla_lan,Plantago_lanceolata,,11,9,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,18.5,,6,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,7,05.05.1950,Pla_lan,Plantago_lanceolata,,37,33,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,16.5,,6,,,,0,0,,NA,
24.04.2018,Lotte,9_4,grazing,future,13,7,05.05.1950,Pla_lan,Plantago_lanceolata,,0,0,,,,,,,,,,,,NA,NA,,,NA,NA,,NA,,,,,18.5,,5,,,,0,1,,NA,
06.05.2019,Julia_Martin,1_1,mowing,ambient,18,2,03.03.1950,Sca_och,Scabiosa_ochroleuca,,16,26.5,,1*2,2,,,,,,,,,,0,,,,,,4*2,8,,,1,,,,,,,,,,,
06.05.2019,Julia_Martin,1_3,grazing,ambient,17,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,,,,0,1,,,,,NA,,,,,,,,,,,,,,,
06.05.2019,Lotte,1_3,grazing,ambient,17,5,07.07.1950,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,1,,,,NA,2,,,,,NA,,,,,,,,,,,,,,,maybe something else
06.05.2019,Lotte,1_3,grazing,ambient,17,7,0.50 - 1,Sca_och,Scabiosa_ochroleuca,,26,19,,,,,,,,,,,,,NA,,,,,,1*1,1,,,,,,,,,,,,,,
27.04.2018,Lotte,1_3,grazing,ambient,17,7,0.50 - 1,Sca_och,Scabiosa_ochroleuca,NA,15,25,,,,,,,,,,,,NA,NA,,,4.5*1,4.5,,NA,,,,,NA,,NA,,,,0,0,,NA,NA
25.04.2018,Lotte,10_1,grazing,ambient,15,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,337,10,62,,,,,,,,,,,,NA,0,,,5*3,15,,NA,,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2019,Julia_Martin,10_1,grazing,ambient,15,2,03.03.1950,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,1,,,0,1,,,,,NA,,,,,,,,,,,,,,,
25.04.2018,Martin,10_1,grazing,ambient,15,4,8.50 - 9,Sca_och,Scabiosa_ochroleuca,NA,37,24,,,,,,,,,2,,,NA,NA,,,4*2,8,NA,NA,,,,,NA,,NA,,,,0,0,,NA,maybe part of the other one 
08.04.2020,Lotte,10_1,grazing,ambient,15,7,3.50 - 4,Sca_och,Scabiosa_ochroleuca,,40,17,,0.5*0.5,0.25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
25.04.2018,Lotte,10_1,grazing,ambient,15,7,3.50 - 4,Sca_och,Scabiosa_ochroleuca,NA,47,31,,6*6,36,,,,,,,,,NA,NA,1,,6*7,42,6,5*4,20,,,,NA,,NA,,,,0,0,,NA,NA
25.04.2018,Martin,10_1,grazing,ambient,15,8,6.50 - 7,Sca_och,Scabiosa_ochroleuca,NA,4,39,,,,,,,,,,,,NA,NA,,,3*3,9,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Martin,10_2,mowing,ambient,16,2,03.03.1950,Sca_och,Scabiosa_ochroleuca,NA,29,13.5,,5*6,30,,,,,,,,,NA,0,,,1*0.5,0.5,,7*4,28,,,1,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Lotte,10_2,mowing,ambient,16,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,355,18,64,,,,,,,,,,,,NA,0,,,5*3,15,NA,4*3,12,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Lotte,10_2,mowing,ambient,16,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,357,50,54,,3*4,12,,,,,,,,,NA,0,,,3*0.5,1.5,NA,5*4,20,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Martin,10_2,mowing,ambient,16,4,8.50 - 9,Sca_och,Scabiosa_ochroleuca,345,-1,58,,,,,,,,,,,,NA,NA,,,3*3,9,6,4*5,20,,,,NA,,NA,,,,0,0,,NA,NA
26.04.2018,Lotte,10_2,mowing,ambient,16,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,380,-34,63,,6*6,36,,,,,,,,,NA,NA,,,0.5*0.5,0.25,4,4*5,20,,,1,NA,,NA,,,,0,0,,NA,NA
02.05.2018,Martin,10_2,mowing,ambient,16,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,374,17,71,,8*8,64,,,,,,,1,,NA,NA,,1,3*4,12,,9*8,72,,,,NA,,NA,,,,0,0,,NA,NA
20.08.2018,Martin,10_2,mowing,ambient,16,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,30,41,,5*5,25,,,,1,,,,,NA,NA,,1,NA,NA,4,5*3,15,,,4,,,,,,,0,0,,NA,NA
27.05.2019,martin,10_2,mowing,ambient,16,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,,29,10,,2*1,2,,,,,,,,,,NA,,1,,,,1*2,2,,,,,,,,,,,,,,
22.08.2018,Martin,2_2,grazing,future,19,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,NA,70,46,,4*4,16,,,,,,1,,,,7,,1,,,12,3*4,12,,,11,,,,,,,,,3,,
30.04.2018,Lotte + Georg,2_2,grazing,future,19,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,390,-12,44,,7*9,63,,,,,,,,,NA,7,,1,8*6.5,52,30,7*8,56,,,11,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,486,14,62.5,,,,,,,,,,,,NA,7,,1,3*3,9,4,5*3,15,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,NA,40,60,,9*7,63,,,,,,,,,NA,7,,1,0.5*0.5,0.25,12,6*6,36,,,2,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_2,grazing,future,19,2,03.03.1950,Sca_och,Scabiosa_ochroleuca,NA,4,32.5,,,,,,,,,,1,,NA,5,,1,3*2,6,4,NA,,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,488,-2,36,,4*5,20,,,,,,,,,NA,0,4,1,3*2.5,7.5,,3*3,9,,,3,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,5,7.50 - 8,Sca_och,Scabiosa_ochroleuca,492,16,92,,,,,,,,,,,,NA,NA,4,1,3.5*3,10.5,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,5,7.50 - 8,Sca_och,Scabiosa_ochroleuca,NA,1,37,,,,,,,,,,,,NA,NA,4,1,3.5*5,17.5,1,0.5*0.5,0.25,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_2,grazing,future,19,6,01.01.1950,Sca_och,Scabiosa_ochroleuca,NA,7,40,,6*2,12,,,,,,2,2,,NA,NA,2,5,9*10,90,42,4*3,12,,,3,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_2,grazing,future,19,6,01.01.1950,Sca_och,Scabiosa_ochroleuca,NA,34.5,10,,,,,,,,,,,,NA,NA,2,5,3.5*4,14,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_2,grazing,future,19,6,01.01.1950,Sca_och,Scabiosa_ochroleuca,NA,20,31,,,,,,,,,,,,NA,NA,2,5,0.5*0.5,0.25,NA,NA,,,,,NA,,NA,,,,0,0,,NA,NA
15.04.2020,Lotte,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,,36,12,,2*1,2,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,,46,8,,0.5*0.5,0.25,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
15.04.2020,Lotte,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,,5,13,,0.5*0.5,0.25,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
30.04.2018,Lotte + Georg,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,NA,35,48,,13*15,195,,,,,,9,27,,NA,NA,,,9*11,99,99,16*11,176,,,12,NA,,NA,,,,0,0,12,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,NA,8.5,35,,9*8,72,,,,,,9,,,NA,NA,,,5*3,15,48,8*8,64,,,17,NA,,NA,,,,0,0,2,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,NA,41,35.5,,4*5,20,,,,,,9,,,NA,NA,,,3.5*3,10.5,6,5*4,20,,,1,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_2,grazing,future,19,7,02.02.1950,Sca_och,Scabiosa_ochroleuca,NA,40,24.5,,2*1,2,,,,,,9,,,NA,NA,,,2.5*2.5,6.25,0.25,2*1,2,,,,NA,,NA,,,,0,0,,NA,NA
21.08.2018,Martin,2_2,grazing,future,19,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,16,7,,,,,,,,,4,,,,NA,5,6,NA,NA,1,NA,,,,,,,,,,,0,0,0,NA,NA
30.04.2018,Martin + Georg,2_2,grazing,future,19,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,32,9,,9*9,81,,,,,,4,4,,NA,NA,5,6,4*4,16,20,8*7,56,,,20,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin + Georg,2_2,grazing,future,19,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,14,3,,7*7,49,,,,,,4,,,NA,NA,5,6,2*1,2,1,5*5,25,,,2,NA,,NA,,,,0,0,,NA,NA
06.05.2019,Julia_Martin,2_5,mowing,future,20,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,,47,14,,3*2,6,,,,,,1,,,,0,1,,,,,1*2,2,,,,,,,,,,,,,,
07.05.2019,Lotte,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,,15,0,,7*7,49,,,,,,1,1,,,2,2,2,,,,3*4,12,,,1,,,,,,,,,,,
07.05.2019,Lotte,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,,?,?,,,,,,,,,,,,,2,2,2,,,,0.5*0.5,0.25,,,,,,,,,,,,,,seedling?
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,43,41,,10*8,80,,,,3,,,,,NA,2,2,2,5*6,30,24,8*8,64,,,2,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,50,34,,8*8,64,,,,1,,,,,NA,2,2,2,4*4,16,6,7*6,42,,,2,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,3,33,,,,,,,,,,,,NA,2,2,2,3*2,6,0,NA,,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,11,17.5,,0.5*0.5,0.25,,,,,,,,,NA,2,2,2,0.5*0.5,0.25,0,0.5*0.5,0.25,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,6,9,,,,,,,,,,,,NA,2,2,2,0.5*0.5,0.25,0,NA,,,,,NA,,NA,,,,0,0,,NA,maybe seedling
07.05.2019,Lotte,2_5,mowing,future,20,4,8.50 - 9,Sca_och,,,4,34,,5*5,25,,,,1,,,,,,NA,,,,,,5*3,15,,,1,,,,,,,,,,,
14.08.2018,Lotte+Lina,2_5,mowing,future,20,4,8.50 - 9,Sca_och,Scabiosa_ochroleuca,NA,21,50,,6*8,48,,,,,,,,,NA,NA,,,6*5,30,20,8*6,48,,,7,NA,,NA,,,,0,0,1,,
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Sca_och,Scabiosa_ochroleuca,466,67,67,,7*6,42,,,,,,,,,NA,NA,,,2*2,4,9,5*4,20,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Martin,2_5,mowing,future,20,4,8.50 - 9,Sca_och,Scabiosa_ochroleuca,NA,9.5,17,,,,,,,,,,,,NA,NA,,,0.5*0.5,0.25,0,NA,,,,,NA,,NA,,,,0,0,,NA,NA
07.05.2019,Julia_Martin,2_5,mowing,future,20,5,7.50 - 8,Sca_och,Scabiosa_ochroleuca,,50,39.5,,1*2,2,,,,,,,,,,NA,,,,,,1*2,2,,,,,,,,,,,,,,
30.04.2018,Lotte + Georg,2_5,mowing,future,20,5,7.50 - 8,Sca_och,Scabiosa_ochroleuca,NA,17,50,,8*8,64,,,,,,,,,NA,NA,,,6*5,30,12,10*8,80,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,5,7.50 - 8,Sca_och,Scabiosa_ochroleuca,NA,5.5,9,,2*1,2,,,,,,,,,NA,NA,,,0.5*0.5,0.25,0.25,1*2,2,,,,NA,,NA,,,,0,0,,NA,NA
15.04.2020,Lotte,2_5,mowing,future,20,6,1.50 - 2,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,
06.05.2019,Lotte,2_5,mowing,future,20,7,05.05.1950,Sca_och,Scabiosa_ochroleuca,,24,14,,5*4,20,,,,,,1,,,,NA,1,4,,,,1*1,1,,,,,,,,,,,,,,
15.04.2020,Lotte,2_5,mowing,future,20,7,05.05.1950,Sca_och,Scabiosa_ochroleuca,,44,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.04.2018,Lotte + Georg,2_5,mowing,future,20,7,05.05.1950,Sca_och,Scabiosa_ochroleuca,NA,50,30,,11*12,132,,,,2,,,,,NA,NA,1,4,8*7,56,70,10*12,120,,,21,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,7,05.05.1950,Sca_och,Scabiosa_ochroleuca,NA,43,6,,5*5,25,,,,,,,,,NA,NA,1,4,2*2.5,5,0.25,4*3,12,,,,NA,,NA,,,,0,0,,NA,NA
30.04.2018,Lotte + Georg,2_5,mowing,future,20,7,05.05.1950,Sca_och,Scabiosa_ochroleuca,NA,34,14.5,,,,,,,,,,,,NA,NA,1,4,3*1,3,0,NA,,,,,NA,,NA,,,,0,0,,NA,NA
14.08.2018,Lotte+Lina,2_5,mowing,future,20,8,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,32,50,,5*8,40,,,,,,,2,,NA,NA,,,7*4,28,20,8*6,48,,,2,NA,,NA,,,,0,0,0,NA,NA
20.08.2018,Martin,3_4,mowing,ambient,1,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,NA,21,17,,,,,,,,,,,,NA,0,,,NA,NA,12,NA,,,,,,,,,,,,,,,
27.10.2020,Martin_Simon,3_4,mowing,ambient,1,2,03.03.1950,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
10.04.2018,Lotte,3_4,mowing,ambient,1,4,01.01.1950,Sca_och,Scabiosa_ochroleuca,NA,1,22.5,,5*4,20,,,,,,,8,,NA,NA,,,2*1,2,3,7*2,14,,,8,NA,,NA,,,,0,0,,NA,NA
10.04.2018,Lotte,3_4,mowing,ambient,1,6,0.50 - 1,Sca_och,Scabiosa_ochroleuca,74,20.5,7,,,,,,,,,,2,,NA,NA,,,5.5 * 6,33,6,0.5 * 0.5,0.25,,,,NA,,NA,,,,0,0,,NA,NA
27.10.2020,Martin_Simon,3_5,grazing,ambient,2,1,0 - 0.50,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
09.04.2020,Martin,3_5,grazing,ambient,2,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,,40,43,,0.5*0.5,0.25,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,Seedling?
14.08.2018,Lotte+Lina,3_5,grazing,ambient,2,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,182,60,0,,2*2,4,,,,,,3,10,,NA,0,3,5,,,1,2*1,2,,,1,,,,,,,,,0,,
14.08.2018,Lotte+Lina,3_5,grazing,ambient,2,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,176,60,5,,5*4,20,,,,,,3,,,NA,0,3,5,,,9,4*4,16,,,25,,,,,,,,,5,,
14.08.2018,Lotte+Lina,3_5,grazing,ambient,2,3,06.06.1950,Sca_och,Scabiosa_ochroleuca,NA,0,50,,3*4,12,,,,,,3,,,NA,0,3,5,10*10,100,42,9*9,81,,,6,NA,,NA,,,,0,0,39,,
03.05.2019,Lotte,3_5,grazing,ambient,2,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,,50,37,,3*4,12,,,,,,,,,,NA,,1,,,,4*3,12,,,2,,,,,,,,,,,
21.08.2018,Martin,3_5,grazing,ambient,2,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,NA,3,37,,3*2,6,,,,,,,,,,NA,,1,,,1,1.5*2,3,,,,,,,,,,,,,,
03.05.2019,Lotte,3_5,grazing,ambient,2,6,04.04.1950,Sca_och,Scabiosa_ochroleuca,,35,21,,2*2,4,,,,,,,,,,NA,,2,,,,1*1.5,1.5,,,,,,,,,,,,,,
11.04.2018,Lotte,3_5,grazing,ambient,2,6,04.04.1950,Sca_och,Scabiosa_ochroleuca,NA,23,40.5,,3*2,6,,,,,,,,,NA,NA,,2,0.5*0.5,0.25,2.25,0.5*0.5,0.25,,,4,NA,,NA,,,,0,0,,NA,NA
03.05.2019,Lotte,3_5,grazing,ambient,2,7,07.07.1950,Sca_och,Scabiosa_ochroleuca,,10,0,,4*3,12,,,,,,,4,,,NA,1,4,,,,1.5*2,3,,,,,,,,,,,,,,
03.05.2019,Lotte,3_5,grazing,ambient,2,7,07.07.1950,Sca_och,Scabiosa_ochroleuca,,45,39,,0.5*0.5,0.25,,,,,,,,,,NA,1,4,,,,0.5*0.5,0.25,,,,,,,,,,,,,,
03.05.2019,Lotte,3_5,grazing,ambient,2,7,07.07.1950,Sca_och,Scabiosa_ochroleuca,,47,45,,2*1,2,,,,,,,,,,NA,1,4,,,,0.5*0.5,0.25,,,,,,,,,,,,,,
11.04.2018,Lotte,3_5,grazing,ambient,2,7,07.07.1950,Sca_och,Scabiosa_ochroleuca,NA,32.5,42,,,,,,,,,,,,NA,NA,1,4,2.5*5,12.5,80,5*7,35,,,,NA,,NA,,,,0,0,,NA,NA
11.04.2018,Lotte,3_5,grazing,ambient,2,7,07.07.1950,Sca_och,Scabiosa_ochroleuca,NA,15,32.5,,4*4,16,,,,,,,,,NA,NA,1,4,0.5*0.5,0.25,1,3*3,9,,,,NA,,NA,,,,0,0,,NA,NA
03.05.2019,Lotte,3_5,grazing,ambient,2,8,08.08.1950,Sca_och,Scabiosa_ochroleuca,,10,19.5,,1*0.5,0.5,,,,,,,,,,NA,1,7,,,,0.5*0.5,0.25,,,,,,,,,,,,,,
03.05.2019,Lotte,3_5,grazing,ambient,2,8,08.08.1950,Sca_och,Scabiosa_ochroleuca,,3,26,,0.5*0.5,0.25,,,,,,,,,,NA,1,7,,,,0.5*0.5,0.25,,,,,,,,,,,,,,
12.04.2018,Lotte,3_5,grazing,ambient,2,8,08.08.1950,Sca_och,Scabiosa_ochroleuca,77,36.5,61.5,,4*3,12,,,,,,,,,NA,NA,1,7,0.5*2,1,2.25,2*3,6,,,5,NA,,NA,,,,0,0,,NA,clones
12.04.2018,Lotte,4_4,mowing,future,4,1,0 - 0.50 ,Sca_och,Scabiosa_ochroleuca,NA,23,15.5,,5*4,20,,,,,,,1,,NA,2,1,,3*0.5,1.5,8,4*3,12,,,,NA,,NA,,,,0,0,,NA,NA
09.04.2020,Lotte,4_4,mowing,future,4,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,,14,13,,0.5*0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.04.2018,Lotte,4_4,mowing,future,4,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,90,12,15.5,,,,,,,,,,,,NA,NA,,,1*1,1,NA,3*4,12,,,,NA,,NA,,,,0,0,,NA,NA
12.04.2018,Lotte,4_4,grazing,future,4,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,NA,46,43,,,,,,,,,,,,NA,NA,,,10*9,90,NA,dead,,,,,NA,,NA,,,,0,5,,NA,old individum 
12.04.2018,Lotte,4_4,grazing,future,4,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,NA,62,6.7,,8*8,64,,,,,,,,,NA,NA,,,3*1,3,12,6*6,36,,,6,NA,,NA,,,,0,0,,NA,NA
12.04.2018,Lotte,4_4,grazing,future,4,4,09.09.1950,Sca_och,Scabiosa_ochroleuca,NA,64,18,,5*4,20,,,,,,,,,NA,NA,,,0.5*0.5,0.25,1,4*5,20,,,,NA,,NA,,,,0,0,,NA,NA
